"Species","Transcript_ID","Family","Superfamily"
"caenorhabditis_elegans","Y61B8A.2","srh","Str"
"caenorhabditis_elegans","Y62E10A.4b","srsx","Solo"
"caenorhabditis_elegans","Y68A4A.6","srz","Solo"
"caenorhabditis_elegans","Y68A4A.9","srh","Str"
"caenorhabditis_elegans","Y69A2AR.15","srw","Solo"
"caenorhabditis_elegans","Y69E1A.6b","sri","Str"
"caenorhabditis_elegans","Y6E2A.1","str","Str"
"caenorhabditis_elegans","Y70C5B.2","srh","Str"
"caenorhabditis_elegans","Y73C8C.11","str","Str"
"caenorhabditis_elegans","Y73C8C.6b","str","Str"
"caenorhabditis_elegans","Y73F8A.3","srj","Str"
"caenorhabditis_elegans","Y77E11A.16","srd","Str"
"caenorhabditis_elegans","Y94A7B.3","srh","Str"
"caenorhabditis_elegans","Y94A7B.8","srh","Str"
"caenorhabditis_elegans","Y97E10B.10","srt","Srg"
"caenorhabditis_elegans","Y9C9A.2","str","Str"
"caenorhabditis_elegans","Y9C9A.4","str","Str"
"caenorhabditis_elegans","Y9C9A.5","str","Str"
"caenorhabditis_elegans","ZC142.1b","srt","Srg"
"caenorhabditis_elegans","ZC204.4b","srg","Srg"
"caenorhabditis_elegans","ZC404.10","srw","Solo"
"caenorhabditis_elegans","ZC404.11","srw","Solo"
"caenorhabditis_elegans","ZC404.13","srw","Solo"
"caenorhabditis_elegans","ZC443.7","srbc","Solo"
"caenorhabditis_elegans","ZC455.11","srbc","Solo"
"caenorhabditis_elegans","ZK1037.11","srz","Solo"
"caenorhabditis_elegans","ZK105.4","srsx","Solo"
"caenorhabditis_elegans","ZK105.8","sri","Str"
"caenorhabditis_elegans","ZK1307.7a","srbc","Solo"
"caenorhabditis_elegans","ZK1307.7b","srbc","Solo"
"caenorhabditis_elegans","ZK678.4","srxa","Srg"
"caenorhabditis_elegans","ZK697.13b","srw","Solo"
"caenorhabditis_elegans","ZK697.7b","srab","Sra"
"caenorhabditis_elegans","ZK829.8","srj","Str"
"dictyocaulus_viviparus","DICVIV_00340","srbc","Solo"
"dictyocaulus_viviparus","DICVIV_00374","srbc","Solo"
"dictyocaulus_viviparus","DICVIV_00377","srw","Solo"
"dictyocaulus_viviparus","DICVIV_00378","srw","Solo"
"dictyocaulus_viviparus","DICVIV_00980","srt","Srg"
"dictyocaulus_viviparus","DICVIV_01055","srb","Sra"
"dictyocaulus_viviparus","DICVIV_01058","srbc","Solo"
"dictyocaulus_viviparus","DICVIV_01370","srxa","Srg"
"dictyocaulus_viviparus","DICVIV_01393","srt","Srg"
"dictyocaulus_viviparus","DICVIV_01461","srw","Solo"
"dictyocaulus_viviparus","DICVIV_01692","srbc","Solo"
"dictyocaulus_viviparus","DICVIV_01753","srw","Solo"
"dictyocaulus_viviparus","DICVIV_01774","srab","Sra"
"dictyocaulus_viviparus","DICVIV_02023","srab","Sra"
"dictyocaulus_viviparus","DICVIV_02240","srsx","Solo"
"dictyocaulus_viviparus","DICVIV_02799","srx","Srg"
"dictyocaulus_viviparus","DICVIV_02800","srx","Srg"
"dictyocaulus_viviparus","DICVIV_02822","srw","Solo"
"dictyocaulus_viviparus","DICVIV_02844","srx","Srg"
"dictyocaulus_viviparus","DICVIV_03528","srw","Solo"
"dictyocaulus_viviparus","DICVIV_03541","srbc","Solo"
"dictyocaulus_viviparus","DICVIV_03544","srbc","Solo"
"dictyocaulus_viviparus","DICVIV_03545","srbc","Solo"
"dictyocaulus_viviparus","DICVIV_03546","srbc","Solo"
"dictyocaulus_viviparus","DICVIV_03552","srbc","Solo"
"dictyocaulus_viviparus","DICVIV_03553","srbc","Solo"
"dictyocaulus_viviparus","DICVIV_03767","srsx","Solo"
"dictyocaulus_viviparus","DICVIV_03965","srb","Sra"
"dictyocaulus_viviparus","DICVIV_04357","srb","Sra"
"dictyocaulus_viviparus","DICVIV_04358","srb","Sra"
"dictyocaulus_viviparus","DICVIV_04366","srb","Sra"
"dictyocaulus_viviparus","DICVIV_04464","srx","Srg"
"dictyocaulus_viviparus","DICVIV_04474","srsx","Solo"
"dictyocaulus_viviparus","DICVIV_04772","srsx","Solo"
"dictyocaulus_viviparus","DICVIV_04774","srsx","Solo"
"dictyocaulus_viviparus","DICVIV_04830","srv","Srg"
"dictyocaulus_viviparus","DICVIV_04866","srx","Srg"
"dictyocaulus_viviparus","DICVIV_05202","srab","Sra"
"dictyocaulus_viviparus","DICVIV_05203","srb","Sra"
"dictyocaulus_viviparus","DICVIV_05204","srb","Sra"
"dictyocaulus_viviparus","DICVIV_05205","srb","Sra"
"dictyocaulus_viviparus","DICVIV_05206","srb","Sra"
"dictyocaulus_viviparus","DICVIV_05207","srb","Sra"
"dictyocaulus_viviparus","DICVIV_05496","srxa","Srg"
"dictyocaulus_viviparus","DICVIV_05909","srw","Solo"
"dictyocaulus_viviparus","DICVIV_06129","srb","Sra"
"dictyocaulus_viviparus","DICVIV_06434","srt","Srg"
"dictyocaulus_viviparus","DICVIV_06435","srt","Srg"
"dictyocaulus_viviparus","DICVIV_06436","srt","Srg"
"dictyocaulus_viviparus","DICVIV_06438","srt","Srg"
"dictyocaulus_viviparus","DICVIV_06501","srv","Srg"
"dictyocaulus_viviparus","DICVIV_06507","srv","Srg"
"dictyocaulus_viviparus","DICVIV_06508","srv","Srg"
"dictyocaulus_viviparus","DICVIV_06509","srv","Srg"
"dictyocaulus_viviparus","DICVIV_06510","srv","Srg"
"dictyocaulus_viviparus","DICVIV_06511","srv","Srg"
"dictyocaulus_viviparus","DICVIV_06513","srv","Srg"
"dictyocaulus_viviparus","DICVIV_06514","srv","Srg"
"dictyocaulus_viviparus","DICVIV_07210","srd","Str"
"dictyocaulus_viviparus","DICVIV_07661","srbc","Solo"
"dictyocaulus_viviparus","DICVIV_07662","srsx","Solo"
"dictyocaulus_viviparus","DICVIV_07737","sru","Srg"
"dictyocaulus_viviparus","DICVIV_07868","srx","Srg"
"dictyocaulus_viviparus","DICVIV_07869","srx","Srg"
"dictyocaulus_viviparus","DICVIV_08404","sre","Sra"
"dictyocaulus_viviparus","DICVIV_08662","srb","Sra"
"dictyocaulus_viviparus","DICVIV_09380","srt","Srg"
"dictyocaulus_viviparus","DICVIV_09425","srx","Srg"
"dictyocaulus_viviparus","DICVIV_09701","srsx","Solo"
"dictyocaulus_viviparus","DICVIV_09705","srsx","Solo"
"dictyocaulus_viviparus","DICVIV_09706","srsx","Solo"
"dictyocaulus_viviparus","DICVIV_09707","srsx","Solo"
"dictyocaulus_viviparus","DICVIV_09708","srsx","Solo"
"dictyocaulus_viviparus","DICVIV_09782","srsx","Solo"
"dictyocaulus_viviparus","DICVIV_09819","srv","Srg"
"dictyocaulus_viviparus","DICVIV_09851","srt","Srg"
"dictyocaulus_viviparus","DICVIV_09970","srw","Solo"
"dictyocaulus_viviparus","DICVIV_10066","srsx","Solo"
"dictyocaulus_viviparus","DICVIV_10068","srsx","Solo"
"dictyocaulus_viviparus","DICVIV_10799","srx","Srg"
"dictyocaulus_viviparus","DICVIV_10800","srx","Srg"
"dictyocaulus_viviparus","DICVIV_10801","srx","Srg"
"dictyocaulus_viviparus","DICVIV_10803","srx","Srg"
"dictyocaulus_viviparus","DICVIV_10961","srbc","Solo"
"dictyocaulus_viviparus","DICVIV_11134","srb","Sra"
"dictyocaulus_viviparus","DICVIV_11150","srb","Sra"
"dictyocaulus_viviparus","DICVIV_11151","srb","Sra"
"dictyocaulus_viviparus","DICVIV_11367","srt","Srg"
"dictyocaulus_viviparus","DICVIV_11830","sro","Solo"
"dictyocaulus_viviparus","DICVIV_12171","srx","Srg"
"dictyocaulus_viviparus","DICVIV_12275","sro","Solo"
"dictyocaulus_viviparus","DICVIV_12276","sro","Solo"
"dictyocaulus_viviparus","DICVIV_12291","srbc","Solo"
"dictyocaulus_viviparus","DICVIV_12581","srt","Srg"
"dictyocaulus_viviparus","DICVIV_12843","srb","Sra"
"dictyocaulus_viviparus","DICVIV_12844","srb","Sra"
"dictyocaulus_viviparus","DICVIV_12987","srt","Srg"
"dictyocaulus_viviparus","DICVIV_13015","srw","Solo"
"dictyocaulus_viviparus","DICVIV_13077","srx","Srg"
"dictyocaulus_viviparus","DICVIV_13402","srx","Srg"
"dirofilaria_immitis","nDi.2.2.2.t00249","srt","Srg"
"dirofilaria_immitis","nDi.2.2.2.t00699","srbc","Solo"
"dirofilaria_immitis","nDi.2.2.2.t03184","srw","Solo"
"dirofilaria_immitis","nDi.2.2.2.t03385","srx","Srg"
"dirofilaria_immitis","nDi.2.2.2.t03876","srw","Solo"
"dirofilaria_immitis","nDi.2.2.2.t03915","srw","Solo"
"dirofilaria_immitis","nDi.2.2.2.t04175","srxa","Srg"
"dirofilaria_immitis","nDi.2.2.2.t04282","srx","Srg"
"dirofilaria_immitis","nDi.2.2.2.t04750","srt","Srg"
"dirofilaria_immitis","nDi.2.2.2.t04875","srsx","Solo"
"dirofilaria_immitis","nDi.2.2.2.t05025","srw","Solo"
"dirofilaria_immitis","nDi.2.2.2.t06359","srbc","Solo"
"dirofilaria_immitis","nDi.2.2.2.t06549","srsx","Solo"
"dirofilaria_immitis","nDi.2.2.2.t06648","srab","Sra"
"dirofilaria_immitis","nDi.2.2.2.t06831","srsx","Solo"
"dirofilaria_immitis","nDi.2.2.2.t06837","srsx","Solo"
"dirofilaria_immitis","nDi.2.2.2.t07054","srx","Srg"
"dirofilaria_immitis","nDi.2.2.2.t07132","srsx","Solo"
"dirofilaria_immitis","nDi.2.2.2.t07649","sro","Solo"
"dirofilaria_immitis","nDi.2.2.2.t07872","srab","Sra"
"dirofilaria_immitis","nDi.2.2.2.t08180","srsx","Solo"
"dirofilaria_immitis","nDi.2.2.2.t08777","srx","Srg"
"dirofilaria_immitis","nDi.2.2.2.t08780","srx","Srg"
"dirofilaria_immitis","nDi.2.2.2.t08921","srx","Srg"
"dirofilaria_immitis","nDi.2.2.2.t09222","srx","Srg"
"dirofilaria_immitis","nDi.2.2.2.t09281","srw","Solo"
"dirofilaria_immitis","nDi.2.2.2.t09666","srx","Srg"
"dirofilaria_immitis","nDi.2.2.2.t09667","srx","Srg"
"dirofilaria_immitis","nDi.2.2.2.t09695","srw","Solo"
"dirofilaria_immitis","nDi.2.2.2.t09868","srw","Solo"
"dirofilaria_immitis","nDi.2.2.2.t09921","srx","Srg"
"dirofilaria_immitis","nDi.2.2.2.t10130","srw","Solo"
"dirofilaria_immitis","nDi.2.2.2.t10138","srab","Sra"
"dirofilaria_immitis","nDi.2.2.2.t10162","srx","Srg"
"dirofilaria_immitis","nDi.2.2.2.t10220","srsx","Solo"
"dirofilaria_immitis","nDi.2.2.2.t10235","srt","Srg"
"dirofilaria_immitis","nDi.2.2.2.t10346","srx","Srg"
"dirofilaria_immitis","nDi.2.2.2.t10370","srx","Srg"
"dirofilaria_immitis","nDi.2.2.2.t10387","srbc","Solo"
"dirofilaria_immitis","nDi.2.2.2.t10406","srbc","Solo"
"dirofilaria_immitis","nDi.2.2.2.t10484","srab","Sra"
"dirofilaria_immitis","nDi.2.2.2.t10527","srbc","Solo"
"dirofilaria_immitis","nDi.2.2.2.t10583","srsx","Solo"
"dirofilaria_immitis","nDi.2.2.2.t10616","srsx","Solo"
"dirofilaria_immitis","nDi.2.2.2.t10668","srab","Sra"
"dirofilaria_immitis","nDi.2.2.2.t10702","srsx","Solo"
"dirofilaria_immitis","nDi.2.2.2.t10743","srx","Srg"
"dirofilaria_immitis","nDi.2.2.2.t10788","srab","Sra"
"dirofilaria_immitis","nDi.2.2.2.t10789","srx","Srg"
"dirofilaria_immitis","nDi.2.2.2.t10792","srx","Srg"
"dirofilaria_immitis","nDi.2.2.2.t10913","srx","Srg"
"dirofilaria_immitis","nDi.2.2.2.t10930","srx","Srg"
"dirofilaria_immitis","nDi.2.2.2.t10940","srbc","Solo"
"dirofilaria_immitis","nDi.2.2.2.t10948","srsx","Solo"
"dirofilaria_immitis","nDi.2.2.2.t11125","srx","Srg"
"dirofilaria_immitis","nDi.2.2.2.t11213","srab","Sra"
"dirofilaria_immitis","nDi.2.2.2.t11595","srx","Srg"
"dirofilaria_immitis","nDi.2.2.2.t12262","sro","Solo"
"dirofilaria_immitis","nDi.2.2.2.t12816","srw","Solo"
"dracunculus_medinensis","DME_0000003401","srx","Srg"
"dracunculus_medinensis","DME_0000005601","srx","Srg"
"dracunculus_medinensis","DME_0000009601","srbc","Solo"
"dracunculus_medinensis","DME_0000010201","srw","Solo"
"dracunculus_medinensis","DME_0000018201","srab","Sra"
"dracunculus_medinensis","DME_0000022401","srxa","Srg"
"dracunculus_medinensis","DME_0000036101","srbc","Solo"
"dracunculus_medinensis","DME_0000037201","srx","Srg"
"dracunculus_medinensis","DME_0000059201","srsx","Solo"
"dracunculus_medinensis","DME_0000101501","srab","Sra"
"dracunculus_medinensis","DME_0000108501","srbc","Solo"
"dracunculus_medinensis","DME_0000111201","srxa","Srg"
"dracunculus_medinensis","DME_0000123101","srab","Sra"
"dracunculus_medinensis","DME_0000140301","srx","Srg"
"dracunculus_medinensis","DME_0000141401","srv","Srg"
"dracunculus_medinensis","DME_0000147901","srbc","Solo"
"dracunculus_medinensis","DME_0000164501","srxa","Srg"
"dracunculus_medinensis","DME_0000164601","srxa","Srg"
"dracunculus_medinensis","DME_0000187901","srsx","Solo"
"dracunculus_medinensis","DME_0000224901","srw","Solo"
"dracunculus_medinensis","DME_0000265101","srw","Solo"
"dracunculus_medinensis","DME_0000298401","srsx","Solo"
"dracunculus_medinensis","DME_0000317501","srx","Srg"
"dracunculus_medinensis","DME_0000353501","srv","Srg"
"dracunculus_medinensis","DME_0000363701","srw","Solo"
"dracunculus_medinensis","DME_0000406401","srsx","Solo"
"dracunculus_medinensis","DME_0000422301","srxa","Srg"
"dracunculus_medinensis","DME_0000429501","srw","Solo"
"dracunculus_medinensis","DME_0000429701","srx","Srg"
"dracunculus_medinensis","DME_0000429901","srx","Srg"
"dracunculus_medinensis","DME_0000433001","srx","Srg"
"dracunculus_medinensis","DME_0000464901","srx","Srg"
"dracunculus_medinensis","DME_0000479901","srw","Solo"
"dracunculus_medinensis","DME_0000519801","srab","Sra"
"dracunculus_medinensis","DME_0000520001","srab","Sra"
"dracunculus_medinensis","DME_0000520101","srab","Sra"
"dracunculus_medinensis","DME_0000525801","srw","Solo"
"dracunculus_medinensis","DME_0000526901","sro","Solo"
"dracunculus_medinensis","DME_0000566401","sro","Solo"
"dracunculus_medinensis","DME_0000630001","srbc","Solo"
"dracunculus_medinensis","DME_0000636801","srxa","Srg"
"dracunculus_medinensis","DME_0000704101","srw","Solo"
"dracunculus_medinensis","DME_0000725701","srxa","Srg"
"dracunculus_medinensis","DME_0000750601","srbc","Solo"
"dracunculus_medinensis","DME_0000760501","srw","Solo"
"dracunculus_medinensis","DME_0000780901","srx","Srg"
"dracunculus_medinensis","DME_0000888201","srx","Srg"
"dracunculus_medinensis","DME_0001001901","srw","Solo"
"dracunculus_medinensis","DME_0001002301","srw","Solo"
"dracunculus_medinensis","DME_0001014701","srbc","Solo"
"dracunculus_medinensis","DME_0001020601","srx","Srg"
"dracunculus_medinensis","DME_0001020701","srx","Srg"
"dracunculus_medinensis","DME_0001020801","srx","Srg"
"dracunculus_medinensis","DME_0001042501","srj","Str"
"dracunculus_medinensis","DME_0001053501","srw","Solo"
"dracunculus_medinensis","DME_0001053601","srw","Solo"
"haemonchus_contortus","HCON_00023590","srxa","Srg"
"haemonchus_contortus","HCON_00026030","srx","Srg"
"haemonchus_contortus","HCON_00026640","srx","Srg"
"haemonchus_contortus","HCON_00026940","srx","Srg"
"haemonchus_contortus","HCON_00034692","srab","Sra"
"haemonchus_contortus","HCON_00034694","srab","Sra"
"haemonchus_contortus","HCON_00034700","srab","Sra"
"haemonchus_contortus","HCON_00034740","sre","Sra"
"haemonchus_contortus","HCON_00036080","srbc","Solo"
"haemonchus_contortus","HCON_00040360","sre","Sra"
"haemonchus_contortus","HCON_00040440","sre","Sra"
"haemonchus_contortus","HCON_00040480","sre","Sra"
"haemonchus_contortus","HCON_00040510","srx","Srg"
"haemonchus_contortus","HCON_00040910","srx","Srg"
"haemonchus_contortus","HCON_00040940","srx","Srg"
"haemonchus_contortus","HCON_00042060","srg","Srg"
"haemonchus_contortus","HCON_00042090","srg","Srg"
"haemonchus_contortus","HCON_00042095","srg","Srg"
"haemonchus_contortus","HCON_00042110","srg","Srg"
"haemonchus_contortus","HCON_00042140","srg","Srg"
"haemonchus_contortus","HCON_00042150","srg","Srg"
"haemonchus_contortus","HCON_00042550","sre","Sra"
"haemonchus_contortus","HCON_00042590","sre","Sra"
"haemonchus_contortus","HCON_00042850","srab","Sra"
"haemonchus_contortus","HCON_00048170","srab","Sra"
"haemonchus_contortus","HCON_00052110","srd","Str"
"haemonchus_contortus","HCON_00052130","srd","Str"
"haemonchus_contortus","HCON_00052165","srd","Str"
"haemonchus_contortus","HCON_00056790","srt","Srg"
"haemonchus_contortus","HCON_00056830","srt","Srg"
"haemonchus_contortus","HCON_00062740","srw","Solo"
"haemonchus_contortus","HCON_00063370","sra","Sra"
"haemonchus_contortus","HCON_00063380","sra","Sra"
"haemonchus_contortus","HCON_00063410","srab","Sra"
"haemonchus_contortus","HCON_00063740","srh","Str"
"haemonchus_contortus","HCON_00066320","srv","Srg"
"haemonchus_contortus","HCON_00066330","srv","Srg"
"haemonchus_contortus","HCON_00067135","srd","Str"
"haemonchus_contortus","HCON_00067180","srd","Str"
"haemonchus_contortus","HCON_00069180","srd","Str"
"haemonchus_contortus","HCON_00071430","srd","Str"
"haemonchus_contortus","HCON_00079090","srx","Srg"
"haemonchus_contortus","HCON_00079100","srx","Srg"
"haemonchus_contortus","HCON_00097270.1","srv","Srg"
"haemonchus_contortus","HCON_00097290","srv","Srg"
"haemonchus_contortus","HCON_00098630","srsx","Solo"
"haemonchus_contortus","HCON_00098650","srsx","Solo"
"haemonchus_contortus","HCON_00098655","srsx","Solo"
"haemonchus_contortus","HCON_00098660","srsx","Solo"
"haemonchus_contortus","HCON_00098670","srsx","Solo"
"haemonchus_contortus","HCON_00099978","srj","Str"
"haemonchus_contortus","HCON_00102028","srsx","Solo"
"haemonchus_contortus","HCON_00102160","srv","Srg"
"haemonchus_contortus","HCON_00106930","srx","Srg"
"haemonchus_contortus","HCON_00110370","srv","Srg"
"haemonchus_contortus","HCON_00114160","srbc","Solo"
"haemonchus_contortus","HCON_00118030","srv","Srg"
"haemonchus_contortus","HCON_00118560","srv","Srg"
"haemonchus_contortus","HCON_00119310","srbc","Solo"
"haemonchus_contortus","HCON_00120190","srsx","Solo"
"haemonchus_contortus","HCON_00120280","srt","Srg"
"haemonchus_contortus","HCON_00122100","srb","Sra"
"haemonchus_contortus","HCON_00122120","srb","Sra"
"haemonchus_contortus","HCON_00122130","srb","Sra"
"haemonchus_contortus","HCON_00122160","srb","Sra"
"haemonchus_contortus","HCON_00122170","srb","Sra"
"haemonchus_contortus","HCON_00122200","srb","Sra"
"haemonchus_contortus","HCON_00122230","srv","Srg"
"haemonchus_contortus","HCON_00122240","srv","Srg"
"haemonchus_contortus","HCON_00122250","srv","Srg"
"haemonchus_contortus","HCON_00122260","srv","Srg"
"haemonchus_contortus","HCON_00122980","srb","Sra"
"haemonchus_contortus","HCON_00123240","srm","Str"
"haemonchus_contortus","HCON_00124245","srh","Str"
"haemonchus_contortus","HCON_00124960","srb","Sra"
"haemonchus_contortus","HCON_00124970","srb","Sra"
"haemonchus_contortus","HCON_00124980","srb","Sra"
"haemonchus_contortus","HCON_00125030","srsx","Solo"
"haemonchus_contortus","HCON_00125050","srsx","Solo"
"haemonchus_contortus","HCON_00125080","srsx","Solo"
"haemonchus_contortus","HCON_00125250","srb","Sra"
"haemonchus_contortus","HCON_00126150","srb","Sra"
"haemonchus_contortus","HCON_00126170","srv","Srg"
"haemonchus_contortus","HCON_00126180","srb","Sra"
"haemonchus_contortus","HCON_00126200","srb","Sra"
"haemonchus_contortus","HCON_00126210","srb","Sra"
"haemonchus_contortus","HCON_00126240","srv","Srg"
"haemonchus_contortus","HCON_00126250","srv","Srg"
"haemonchus_contortus","HCON_00126260","srv","Srg"
"haemonchus_contortus","HCON_00126270","srv","Srg"
"haemonchus_contortus","HCON_00126290","srv","Srg"
"haemonchus_contortus","HCON_00126310","srv","Srg"
"haemonchus_contortus","HCON_00126320","srv","Srg"
"haemonchus_contortus","HCON_00126340","srv","Srg"
"haemonchus_contortus","HCON_00126350","srv","Srg"
"haemonchus_contortus","HCON_00126810","srd","Str"
"haemonchus_contortus","HCON_00126870","srv","Srg"
"haemonchus_contortus","HCON_00127880","srsx","Solo"
"haemonchus_contortus","HCON_00128040","srv","Srg"
"haemonchus_contortus","HCON_00128060","srv","Srg"
"haemonchus_contortus","HCON_00128070","srv","Srg"
"haemonchus_contortus","HCON_00128100","srv","Srg"
"haemonchus_contortus","HCON_00128250","srv","Srg"
"haemonchus_contortus","HCON_00128280","srv","Srg"
"haemonchus_contortus","HCON_00128300","srv","Srg"
"haemonchus_contortus","HCON_00128470","srv","Srg"
"haemonchus_contortus","HCON_00128500","srv","Srg"
"haemonchus_contortus","HCON_00131000","srb","Sra"
"haemonchus_contortus","HCON_00133320","srsx","Solo"
"haemonchus_contortus","HCON_00133850.1","srt","Srg"
"haemonchus_contortus","HCON_00133850.2","srt","Srg"
"haemonchus_contortus","HCON_00133850.3","srt","Srg"
"haemonchus_contortus","HCON_00140910","srd","Str"
"haemonchus_contortus","HCON_00140930","srd","Str"
"haemonchus_contortus","HCON_00140940","srd","Str"
"haemonchus_contortus","HCON_00140950","srd","Str"
"haemonchus_contortus","HCON_00141790","srd","Str"
"haemonchus_contortus","HCON_00141850","srv","Srg"
"haemonchus_contortus","HCON_00151440","srbc","Solo"
"haemonchus_contortus","HCON_00151620","srd","Str"
"haemonchus_contortus","HCON_00154140","srw","Solo"
"haemonchus_contortus","HCON_00154994","srj","Str"
"haemonchus_contortus","HCON_00155440","srsx","Solo"
"haemonchus_contortus","HCON_00159590","srx","Srg"
"haemonchus_contortus","HCON_00162020","srx","Srg"
"haemonchus_contortus","HCON_00165620","srsx","Solo"
"haemonchus_contortus","HCON_00193120","srv","Srg"
"heligmosomoides_polygyrus","HPOL_0000014801","srxa","Srg"
"heligmosomoides_polygyrus","HPOL_0000030401","srsx","Solo"
"heligmosomoides_polygyrus","HPOL_0000041701","srx","Srg"
"heligmosomoides_polygyrus","HPOL_0000047201","srd","Str"
"heligmosomoides_polygyrus","HPOL_0000054901","srx","Srg"
"heligmosomoides_polygyrus","HPOL_0000061901","srxa","Srg"
"heligmosomoides_polygyrus","HPOL_0000133801","srv","Srg"
"heligmosomoides_polygyrus","HPOL_0000148901","sra","Sra"
"heligmosomoides_polygyrus","HPOL_0000166001","srx","Srg"
"heligmosomoides_polygyrus","HPOL_0000188501","srv","Srg"
"heligmosomoides_polygyrus","HPOL_0000231001","srbc","Solo"
"heligmosomoides_polygyrus","HPOL_0000264001","srbc","Solo"
"heligmosomoides_polygyrus","HPOL_0000278501","srd","Str"
"heligmosomoides_polygyrus","HPOL_0000316601","srab","Sra"
"heligmosomoides_polygyrus","HPOL_0000318201","srw","Solo"
"heligmosomoides_polygyrus","HPOL_0000327301","sre","Sra"
"heligmosomoides_polygyrus","HPOL_0000336901","srv","Srg"
"heligmosomoides_polygyrus","HPOL_0000343501","srw","Solo"
"heligmosomoides_polygyrus","HPOL_0000351901","srj","Str"
"heligmosomoides_polygyrus","HPOL_0000378601","srbc","Solo"
